1.275	 & 0.025 & 	0.484375	 & 0.015625	 & 0.673891	 & 0.0197419	 & 0.0452323 \\ 
3.925	 & 0.025 & 	-0.109375	 & 0.046875	 & 0.00388185	 & 0.000628422	 & 0.000355623 \\ 
3.925	 & 0.025 & 	-0.03125	 & 0.03125	 & 0.00184672	 & 0.00048186	 & 0.000169181 \\ 
3.925	 & 0.025 & 	0.015625	 & 0.015625	 & 0.00149699	 & 0.000620718	 & 0.000137141 \\ 
3.925	 & 0.025 & 	0.046875	 & 0.015625	 & 0.00388329	 & 0.00108397	 & 0.000355755 \\ 
3.925	 & 0.025 & 	0.078125	 & 0.015625	 & 0.00145411	 & 0.000650979	 & 0.000133213 \\ 
3.925	 & 0.025 & 	0.109375	 & 0.015625	 & 0.00114207	 & 0.000574697	 & 0.000104627 \\ 
3.925	 & 0.025 & 	0.140625	 & 0.015625	 & 0.000832025	 & 0.000482503	 & 7.62233e-05 \\ 
3.925	 & 0.025 & 	0.171875	 & 0.015625	 & 0.000688822	 & 0.000414575	 & 6.31042e-05 \\ 
3.925	 & 0.025 & 	0.203125	 & 0.015625	 & 0.00120058	 & 0.000602388	 & 0.000109987 \\ 
3.925	 & 0.025 & 	0.234375	 & 0.015625	 & 0.00189496	 & 0.000744974	 & 0.000173601 \\ 
3.925	 & 0.025 & 	0.265625	 & 0.015625	 & 0.00221874	 & 0.000762552	 & 0.000203262 \\ 
3.925	 & 0.025 & 	0.296875	 & 0.015625	 & 0.00192667	 & 0.000803123	 & 0.000176505 \\ 
3.925	 & 0.025 & 	0.328125	 & 0.015625	 & 0.00526846	 & 0.0013449	 & 0.000482653 \\ 
3.925	 & 0.025 & 	0.359375	 & 0.015625	 & 0.00764831	 & 0.00172245	 & 0.000700674 \\ 
3.925	 & 0.025 & 	0.390625	 & 0.015625	 & 0.016265	 & 0.00253055	 & 0.00149006 \\ 
3.925	 & 0.025 & 	0.421875	 & 0.015625	 & 0.0178756	 & 0.00265837	 & 0.00163762 \\ 
3.925	 & 0.025 & 	0.453125	 & 0.015625	 & 0.0328206	 & 0.0038578	 & 0.00300675 \\ 
3.925	 & 0.025 & 	0.484375	 & 0.015625	 & 0.0325438	 & 0.00376181	 & 0.00298139 \\ 
3.925	 & 0.025 & 	0.515625	 & 0.015625	 & 0.0464663	 & 0.00481804	 & 0.00425686 \\ 
3.925	 & 0.025 & 	0.546875	 & 0.015625	 & 0.0792543	 & 0.00700973	 & 0.00726062 \\ 
3.925	 & 0.025 & 	0.578125	 & 0.015625	 & 0.0983386	 & 0.00800572	 & 0.00900896 \\ 
3.925	 & 0.025 & 	0.609375	 & 0.015625	 & 0.118745	 & 0.00934831	 & 0.0108784 \\ 
3.925	 & 0.025 & 	0.640625	 & 0.015625	 & 0.130432	 & 0.0102112	 & 0.0119491 \\ 
3.925	 & 0.025 & 	0.671875	 & 0.015625	 & 0.102499	 & 0.00945369	 & 0.00939007 \\ 
3.925	 & 0.025 & 	0.703125	 & 0.015625	 & 0.109537	 & 0.010054	 & 0.0100349 \\ 
3.925	 & 0.025 & 	0.734375	 & 0.015625	 & 0.120131	 & 0.0115653	 & 0.0110054 \\ 
3.925	 & 0.025 & 	0.765625	 & 0.015625	 & 0.141015	 & 0.0169465	 & 0.0129186 \\ 
3.925	 & 0.025 & 	0.796875	 & 0.015625	 & 0.122894	 & 0.0195138	 & 0.0112585 \\ 
3.925	 & 0.025 & 	0.828125	 & 0.015625	 & 0.103156	 & 0.0260962	 & 0.00945026 \\ 
3.925	 & 0.025 & 	0.859375	 & 0.015625	 & 0.076122	 & 0.0697487	 & 0.00697366 \\ 
3.975	 & 0.025 & 	-0.765625	 & 0.046875	 & 0.00920829	 & 0.00575038	 & 0.000848505 \\ 
3.975	 & 0.025 & 	-0.671875	 & 0.046875	 & 0.0126022	 & 0.00380008	 & 0.00116123 \\ 
3.975	 & 0.025 & 	-0.578125	 & 0.046875	 & 0.00762041	 & 0.00193236	 & 0.000702189 \\ 
3.975	 & 0.025 & 	-0.484375	 & 0.046875	 & 0.00623332	 & 0.00125263	 & 0.000574374 \\ 
3.975	 & 0.025 & 	-0.390625	 & 0.046875	 & 0.00167201	 & 0.000552629	 & 0.000154069 \\ 
3.975	 & 0.025 & 	-0.296875	 & 0.046875	 & 0.000762916	 & 0.000301691	 & 7.02995e-05 \\ 
3.975	 & 0.025 & 	-0.203125	 & 0.046875	 & 0.00187432	 & 0.000458193	 & 0.000172711 \\ 
3.975	 & 0.025 & 	-0.109375	 & 0.046875	 & 0.00276898	 & 0.000538379	 & 0.00025515 \\ 
3.975	 & 0.025 & 	-0.03125	 & 0.03125	 & 0.00299325	 & 0.000634711	 & 0.000275816 \\ 
3.975	 & 0.025 & 	0.015625	 & 0.015625	 & 0.000802943	 & 0.000463714	 & 7.39878e-05 \\ 
3.975	 & 0.025 & 	0.046875	 & 0.015625	 & 0.00254245	 & 0.000810245	 & 0.000234276 \\ 
3.975	 & 0.025 & 	0.078125	 & 0.015625	 & 0.00196077	 & 0.000745528	 & 0.000180677 \\ 
3.975	 & 0.025 & 	0.109375	 & 0.015625	 & 0.00155911	 & 0.00063974	 & 0.000143665 \\ 
3.975	 & 0.025 & 	0.140625	 & 0.015625	 & 0.000874984	 & 0.000507125	 & 8.06261e-05 \\ 
3.975	 & 0.025 & 	0.171875	 & 0.015625	 & 0.00111091	 & 0.000562432	 & 0.000102366 \\ 
3.975	 & 0.025 & 	0.203125	 & 0.015625	 & 0.00136744	 & 0.000572883	 & 0.000126004 \\ 
3.975	 & 0.025 & 	0.234375	 & 0.015625	 & 0.00122915	 & 0.000525864	 & 0.000113261 \\ 
3.975	 & 0.025 & 	0.265625	 & 0.015625	 & 0.000366597	 & 0.000267729	 & 3.37803e-05 \\ 
3.975	 & 0.025 & 	0.296875	 & 0.015625	 & 0.00343096	 & 0.00104416	 & 0.000316148 \\ 
3.975	 & 0.025 & 	0.328125	 & 0.015625	 & 0.00453695	 & 0.00122796	 & 0.00041806 \\ 
3.975	 & 0.025 & 	0.359375	 & 0.015625	 & 0.00775568	 & 0.00171309	 & 0.000714653 \\ 
3.975	 & 0.025 & 	0.390625	 & 0.015625	 & 0.0103559	 & 0.00195208	 & 0.000954256 \\ 
3.975	 & 0.025 & 	0.421875	 & 0.015625	 & 0.0219144	 & 0.00293248	 & 0.00201932 \\ 
3.975	 & 0.025 & 	0.453125	 & 0.015625	 & 0.0244856	 & 0.00329548	 & 0.00225624 \\ 
3.975	 & 0.025 & 	0.484375	 & 0.015625	 & 0.0341369	 & 0.0038969	 & 0.00314557 \\ 
3.975	 & 0.025 & 	0.515625	 & 0.015625	 & 0.0346272	 & 0.00409866	 & 0.00319075 \\ 
3.975	 & 0.025 & 	0.546875	 & 0.015625	 & 0.0764188	 & 0.0067757	 & 0.00704166 \\ 
3.975	 & 0.025 & 	0.578125	 & 0.015625	 & 0.102593	 & 0.00798041	 & 0.00945351 \\ 
3.975	 & 0.025 & 	0.609375	 & 0.015625	 & 0.108441	 & 0.00850566	 & 0.00999235 \\ 
3.975	 & 0.025 & 	0.640625	 & 0.015625	 & 0.116227	 & 0.00959372	 & 0.0107098 \\ 
3.975	 & 0.025 & 	0.671875	 & 0.015625	 & 0.104712	 & 0.00940523	 & 0.00964881 \\ 
3.975	 & 0.025 & 	0.703125	 & 0.015625	 & 0.0964305	 & 0.00953207	 & 0.00888566 \\ 
3.975	 & 0.025 & 	0.734375	 & 0.015625	 & 0.105441	 & 0.0103686	 & 0.0097159 \\ 
3.975	 & 0.025 & 	0.765625	 & 0.015625	 & 0.121859	 & 0.016129	 & 0.0112288 \\ 
3.975	 & 0.025 & 	0.796875	 & 0.015625	 & 0.120877	 & 0.0214184	 & 0.0111383 \\ 
3.975	 & 0.025 & 	0.828125	 & 0.015625	 & 0.0594107	 & 0.0175144	 & 0.00547444 \\ 
3.975	 & 0.025 & 	0.859375	 & 0.015625	 & 0.178999	 & 0.0681858	 & 0.016494 \\ 
4.025	 & 0.025 & 	-0.765625	 & 0.046875	 & 0.00796982	 & 0.00465989	 & 0.000738656 \\ 
4.025	 & 0.025 & 	-0.671875	 & 0.046875	 & 0.00482584	 & 0.00234387	 & 0.000447267 \\ 
4.025	 & 0.025 & 	-0.578125	 & 0.046875	 & 0.00881574	 & 0.00196032	 & 0.000817058 \\ 
4.025	 & 0.025 & 	-0.484375	 & 0.046875	 & 0.00546433	 & 0.00127115	 & 0.000506443 \\ 
4.025	 & 0.025 & 	-0.390625	 & 0.046875	 & 0.00295911	 & 0.000834431	 & 0.000274255 \\ 
4.025	 & 0.025 & 	-0.296875	 & 0.046875	 & 0.0012264	 & 0.000435271	 & 0.000113665 \\ 
4.025	 & 0.025 & 	-0.203125	 & 0.046875	 & 0.00272159	 & 0.000630497	 & 0.000252241 \\ 
4.025	 & 0.025 & 	-0.109375	 & 0.046875	 & 0.00318081	 & 0.000646516	 & 0.000294803 \\ 
4.025	 & 0.025 & 	-0.03125	 & 0.03125	 & 0.00252541	 & 0.000624227	 & 0.000234059 \\ 
4.025	 & 0.025 & 	0.015625	 & 0.015625	 & 0.00320959	 & 0.00104938	 & 0.00029747 \\ 
4.025	 & 0.025 & 	0.046875	 & 0.015625	 & 0.00106877	 & 0.00059076	 & 9.90554e-05 \\ 
4.025	 & 0.025 & 	0.078125	 & 0.015625	 & 0.000993446	 & 0.000576152	 & 9.20742e-05 \\ 
4.025	 & 0.025 & 	0.109375	 & 0.015625	 & 0.00243071	 & 0.000923743	 & 0.000225282 \\ 
4.025	 & 0.025 & 	0.140625	 & 0.015625	 & 0.00153355	 & 0.000774001	 & 0.000142132 \\ 
4.025	 & 0.025 & 	0.171875	 & 0.015625	 & 0.00233713	 & 0.000889562	 & 0.000216609 \\ 
4.025	 & 0.025 & 	0.203125	 & 0.015625	 & 0.00111059	 & 0.000641448	 & 0.000102931 \\ 
4.025	 & 0.025 & 	0.234375	 & 0.015625	 & 0.00113491	 & 0.000586947	 & 0.000105185 \\ 
4.025	 & 0.025 & 	0.265625	 & 0.015625	 & 0.000872626	 & 0.000440582	 & 8.08765e-05 \\ 
4.025	 & 0.025 & 	0.296875	 & 0.015625	 & 0.00257701	 & 0.00101365	 & 0.000238841 \\ 
4.025	 & 0.025 & 	0.328125	 & 0.015625	 & 0.0030579	 & 0.00116123	 & 0.000283411 \\ 
4.025	 & 0.025 & 	0.359375	 & 0.015625	 & 0.00536668	 & 0.00156194	 & 0.000497393 \\ 
4.025	 & 0.025 & 	0.390625	 & 0.015625	 & 0.00847951	 & 0.00191563	 & 0.000785895 \\ 
4.025	 & 0.025 & 	0.421875	 & 0.015625	 & 0.0186592	 & 0.00309444	 & 0.00172936 \\ 
4.025	 & 0.025 & 	0.453125	 & 0.015625	 & 0.0259651	 & 0.00373994	 & 0.00240649 \\ 
4.025	 & 0.025 & 	0.484375	 & 0.015625	 & 0.0270684	 & 0.00400311	 & 0.00250875 \\ 
4.025	 & 0.025 & 	0.515625	 & 0.015625	 & 0.0442925	 & 0.00499114	 & 0.0041051 \\ 
4.025	 & 0.025 & 	0.546875	 & 0.015625	 & 0.0690323	 & 0.00710177	 & 0.00639803 \\ 
4.025	 & 0.025 & 	0.578125	 & 0.015625	 & 0.109039	 & 0.00923281	 & 0.0101059 \\ 
4.025	 & 0.025 & 	0.609375	 & 0.015625	 & 0.11361	 & 0.0099901	 & 0.0105296 \\ 
4.025	 & 0.025 & 	0.640625	 & 0.015625	 & 0.119405	 & 0.0110455	 & 0.0110666 \\ 
4.025	 & 0.025 & 	0.671875	 & 0.015625	 & 0.107109	 & 0.0105312	 & 0.00992708 \\ 
4.025	 & 0.025 & 	0.703125	 & 0.015625	 & 0.129229	 & 0.0125297	 & 0.0119772 \\ 
4.025	 & 0.025 & 	0.734375	 & 0.015625	 & 0.10672	 & 0.0115445	 & 0.009891 \\ 
4.025	 & 0.025 & 	0.765625	 & 0.015625	 & 0.185801	 & 0.0237984	 & 0.0172203 \\ 
4.025	 & 0.025 & 	0.796875	 & 0.015625	 & 0.179552	 & 0.0288219	 & 0.0166412 \\ 
4.025	 & 0.025 & 	0.828125	 & 0.015625	 & 0.0553141	 & 0.0200908	 & 0.0051266 \\ 
4.025	 & 0.025 & 	0.859375	 & 0.015625	 & 0.136331	 & 0.127316	 & 0.0126354 \\ 
4.075	 & 0.025 & 	-0.765625	 & 0.046875	 & 0.00178102	 & 0.00127626	 & 0.000166025 \\ 
4.075	 & 0.025 & 	-0.671875	 & 0.046875	 & 0.029913	 & 0.0166793	 & 0.00278848 \\ 
4.075	 & 0.025 & 	-0.578125	 & 0.046875	 & 0.00628689	 & 0.00155248	 & 0.00058606 \\ 
4.075	 & 0.025 & 	-0.484375	 & 0.046875	 & 0.00382524	 & 0.000999199	 & 0.000356587 \\ 
4.075	 & 0.025 & 	-0.390625	 & 0.046875	 & 0.00229404	 & 0.000713604	 & 0.000213849 \\ 
4.075	 & 0.025 & 	-0.296875	 & 0.046875	 & 0.00178933	 & 0.000546316	 & 0.0001668 \\ 
4.075	 & 0.025 & 	-0.203125	 & 0.046875	 & 0.00232348	 & 0.000560034	 & 0.000216593 \\ 
4.075	 & 0.025 & 	-0.109375	 & 0.046875	 & 0.00176057	 & 0.000457511	 & 0.00016412 \\ 
4.075	 & 0.025 & 	-0.03125	 & 0.03125	 & 0.00268277	 & 0.000656639	 & 0.000250086 \\ 
4.075	 & 0.025 & 	0.015625	 & 0.015625	 & 0.00239847	 & 0.000814365	 & 0.000223584 \\ 
4.075	 & 0.025 & 	0.046875	 & 0.015625	 & 0.00168554	 & 0.000699649	 & 0.000157125 \\ 
4.075	 & 0.025 & 	0.078125	 & 0.015625	 & 0.00197372	 & 0.000811656	 & 0.000183989 \\ 
4.075	 & 0.025 & 	0.109375	 & 0.015625	 & 0.0010134	 & 0.000586073	 & 9.44686e-05 \\ 
4.075	 & 0.025 & 	0.140625	 & 0.015625	 & 0.00297815	 & 0.000993311	 & 0.000277622 \\ 
4.075	 & 0.025 & 	0.171875	 & 0.015625	 & 0.000972801	 & 0.000566241	 & 9.0684e-05 \\ 
4.075	 & 0.025 & 	0.203125	 & 0.015625	 & 0.000511836	 & 0.00036343	 & 4.77131e-05 \\ 
4.075	 & 0.025 & 	0.234375	 & 0.015625	 & 0.0010964	 & 0.000561949	 & 0.000102206 \\ 
4.075	 & 0.025 & 	0.265625	 & 0.015625	 & 0.000314232	 & 0.000314232	 & 2.92926e-05 \\ 
4.075	 & 0.025 & 	0.296875	 & 0.015625	 & 0.00176284	 & 0.00080007	 & 0.000164331 \\ 
4.075	 & 0.025 & 	0.328125	 & 0.015625	 & 0.00193378	 & 0.000878705	 & 0.000180266 \\ 
4.075	 & 0.025 & 	0.359375	 & 0.015625	 & 0.00626551	 & 0.00163328	 & 0.000584068 \\ 
4.075	 & 0.025 & 	0.390625	 & 0.015625	 & 0.00802868	 & 0.0019119	 & 0.000748429 \\ 
4.075	 & 0.025 & 	0.421875	 & 0.015625	 & 0.0115592	 & 0.00224812	 & 0.00107754 \\ 
4.075	 & 0.025 & 	0.453125	 & 0.015625	 & 0.0201955	 & 0.00318162	 & 0.00188261 \\ 
4.075	 & 0.025 & 	0.484375	 & 0.015625	 & 0.030745	 & 0.00413592	 & 0.00286603 \\ 
4.075	 & 0.025 & 	0.515625	 & 0.015625	 & 0.0444416	 & 0.00489116	 & 0.00414283 \\ 
4.075	 & 0.025 & 	0.546875	 & 0.015625	 & 0.0651656	 & 0.00644272	 & 0.0060747 \\ 
4.075	 & 0.025 & 	0.578125	 & 0.015625	 & 0.0967122	 & 0.00816164	 & 0.00901546 \\ 
4.075	 & 0.025 & 	0.609375	 & 0.015625	 & 0.110708	 & 0.00954407	 & 0.0103201 \\ 
4.075	 & 0.025 & 	0.640625	 & 0.015625	 & 0.119982	 & 0.0101831	 & 0.0111847 \\ 
4.075	 & 0.025 & 	0.671875	 & 0.015625	 & 0.106174	 & 0.0100686	 & 0.00989753 \\ 
4.075	 & 0.025 & 	0.703125	 & 0.015625	 & 0.0895964	 & 0.00994234	 & 0.00835213 \\ 
4.075	 & 0.025 & 	0.734375	 & 0.015625	 & 0.123744	 & 0.0118564	 & 0.0115353 \\ 
4.075	 & 0.025 & 	0.765625	 & 0.015625	 & 0.128099	 & 0.0166864	 & 0.0119414 \\ 
4.075	 & 0.025 & 	0.796875	 & 0.015625	 & 0.113557	 & 0.0211855	 & 0.0105857 \\ 
4.075	 & 0.025 & 	0.828125	 & 0.015625	 & 0.112557	 & 0.0313458	 & 0.0104925 \\ 
4.075	 & 0.025 & 	0.859375	 & 0.015625	 & 0.53218	 & 0.215906	 & 0.0496095 \\ 
4.125	 & 0.025 & 	-0.765625	 & 0.046875	 & 0.00996731	 & 0.00543239	 & 0.000934525 \\ 
4.125	 & 0.025 & 	-0.671875	 & 0.046875	 & 0.00530206	 & 0.00213083	 & 0.000497116 \\ 
4.125	 & 0.025 & 	-0.578125	 & 0.046875	 & 0.00686487	 & 0.00175411	 & 0.000643643 \\ 
4.125	 & 0.025 & 	-0.484375	 & 0.046875	 & 0.00558002	 & 0.00129889	 & 0.000523177 \\ 
4.125	 & 0.025 & 	-0.390625	 & 0.046875	 & 0.00203144	 & 0.000676006	 & 0.000190466 \\ 
4.125	 & 0.025 & 	-0.296875	 & 0.046875	 & 0.00168435	 & 0.000606527	 & 0.000157923 \\ 
4.125	 & 0.025 & 	-0.203125	 & 0.046875	 & 0.00232096	 & 0.000570411	 & 0.000217611 \\ 
4.125	 & 0.025 & 	-0.109375	 & 0.046875	 & 0.00193545	 & 0.000487014	 & 0.000181466 \\ 
4.125	 & 0.025 & 	-0.03125	 & 0.03125	 & 0.00207655	 & 0.000568609	 & 0.000194695 \\ 
4.125	 & 0.025 & 	0.015625	 & 0.015625	 & 0.00255662	 & 0.000860263	 & 0.000239706 \\ 
4.125	 & 0.025 & 	0.046875	 & 0.015625	 & 0.00308881	 & 0.00103666	 & 0.000289604 \\ 
4.125	 & 0.025 & 	0.078125	 & 0.015625	 & 0.00226562	 & 0.00092689	 & 0.000212423 \\ 
4.125	 & 0.025 & 	0.109375	 & 0.015625	 & 0.00194617	 & 0.000803836	 & 0.000182471 \\ 
4.125	 & 0.025 & 	0.140625	 & 0.015625	 & 0.00168043	 & 0.000755436	 & 0.000157555 \\ 
4.125	 & 0.025 & 	0.171875	 & 0.015625	 & 0.000336716	 & 0.000336716	 & 3.15701e-05 \\ 
4.125	 & 0.025 & 	0.203125	 & 0.015625	 & 0.00118348	 & 0.000689868	 & 0.000110962 \\ 
4.125	 & 0.025 & 	0.234375	 & 0.015625	 & 0.00195188	 & 0.000873455	 & 0.000183006 \\ 
4.125	 & 0.025 & 	0.265625	 & 0.015625	 & 0.000709097	 & 0.000430385	 & 6.64842e-05 \\ 
4.125	 & 0.025 & 	0.296875	 & 0.015625	 & 0.000994919	 & 0.00050831	 & 9.32827e-05 \\ 
4.125	 & 0.025 & 	0.328125	 & 0.015625	 & 0.00388065	 & 0.0012987	 & 0.000363845 \\ 
4.125	 & 0.025 & 	0.359375	 & 0.015625	 & 0.00535118	 & 0.00158261	 & 0.000501722 \\ 
4.125	 & 0.025 & 	0.390625	 & 0.015625	 & 0.00706667	 & 0.00188234	 & 0.000662564 \\ 
4.125	 & 0.025 & 	0.421875	 & 0.015625	 & 0.0133091	 & 0.00263886	 & 0.00124785 \\ 
4.125	 & 0.025 & 	0.453125	 & 0.015625	 & 0.0246465	 & 0.00365304	 & 0.00231083 \\ 
4.125	 & 0.025 & 	0.484375	 & 0.015625	 & 0.0245501	 & 0.00374456	 & 0.00230179 \\ 
4.125	 & 0.025 & 	0.515625	 & 0.015625	 & 0.0348351	 & 0.00449352	 & 0.00326611 \\ 
4.125	 & 0.025 & 	0.546875	 & 0.015625	 & 0.0499008	 & 0.00578828	 & 0.00467865 \\ 
4.125	 & 0.025 & 	0.578125	 & 0.015625	 & 0.079606	 & 0.00784046	 & 0.00746378 \\ 
4.125	 & 0.025 & 	0.609375	 & 0.015625	 & 0.0965259	 & 0.00905144	 & 0.00905017 \\ 
4.125	 & 0.025 & 	0.640625	 & 0.015625	 & 0.144445	 & 0.011827	 & 0.013543 \\ 
4.125	 & 0.025 & 	0.671875	 & 0.015625	 & 0.122339	 & 0.0116452	 & 0.0114704 \\ 
4.125	 & 0.025 & 	0.703125	 & 0.015625	 & 0.117317	 & 0.012201	 & 0.0109996 \\ 
4.125	 & 0.025 & 	0.734375	 & 0.015625	 & 0.107271	 & 0.0117011	 & 0.0100576 \\ 
4.125	 & 0.025 & 	0.765625	 & 0.015625	 & 0.106765	 & 0.0158661	 & 0.0100102 \\ 
4.125	 & 0.025 & 	0.796875	 & 0.015625	 & 0.135004	 & 0.0255722	 & 0.0126578 \\ 
4.125	 & 0.025 & 	0.828125	 & 0.015625	 & 0.108518	 & 0.0308889	 & 0.0101746 \\ 
4.125	 & 0.025 & 	0.859375	 & 0.015625	 & 0.489437	 & 0.268276	 & 0.0458891 \\ 
4.175	 & 0.025 & 	-0.765625	 & 0.046875	 & 0.00137121	 & 0.00137121	 & 0.000129306 \\ 
4.175	 & 0.025 & 	-0.671875	 & 0.046875	 & 0.01102	 & 0.00311369	 & 0.00103919 \\ 
4.175	 & 0.025 & 	-0.578125	 & 0.046875	 & 0.00626358	 & 0.00156449	 & 0.000590658 \\ 
4.175	 & 0.025 & 	-0.484375	 & 0.046875	 & 0.00199501	 & 0.000672285	 & 0.00018813 \\ 
4.175	 & 0.025 & 	-0.390625	 & 0.046875	 & 0.00318105	 & 0.000763163	 & 0.000299974 \\ 
4.175	 & 0.025 & 	-0.296875	 & 0.046875	 & 0.00115284	 & 0.000448895	 & 0.000108713 \\ 
4.175	 & 0.025 & 	-0.203125	 & 0.046875	 & 0.00143223	 & 0.00039887	 & 0.00013506 \\ 
4.175	 & 0.025 & 	-0.109375	 & 0.046875	 & 0.00234806	 & 0.000514147	 & 0.000221422 \\ 
4.175	 & 0.025 & 	-0.03125	 & 0.03125	 & 0.00173481	 & 0.000494416	 & 0.000163593 \\ 
4.175	 & 0.025 & 	0.015625	 & 0.015625	 & 0.00115415	 & 0.000522324	 & 0.000108837 \\ 
4.175	 & 0.025 & 	0.046875	 & 0.015625	 & 0.00144444	 & 0.000597164	 & 0.000136211 \\ 
4.175	 & 0.025 & 	0.078125	 & 0.015625	 & 0.0016244	 & 0.000702452	 & 0.000153182 \\ 
4.175	 & 0.025 & 	0.109375	 & 0.015625	 & 0.0012791	 & 0.000641037	 & 0.000120619 \\ 
4.175	 & 0.025 & 	0.140625	 & 0.015625	 & 0.000292233	 & 0.000292233	 & 2.75577e-05 \\ 
4.175	 & 0.025 & 	0.171875	 & 0.015625	 & 0.0014902	 & 0.000679428	 & 0.000140527 \\ 
4.175	 & 0.025 & 	0.203125	 & 0.015625	 & 0.00133755	 & 0.000672467	 & 0.000126131 \\ 
4.175	 & 0.025 & 	0.234375	 & 0.015625	 & 0.00111116	 & 0.000559186	 & 0.000104782 \\ 
4.175	 & 0.025 & 	0.265625	 & 0.015625	 & 0.000513441	 & 0.000371439	 & 4.84177e-05 \\ 
4.175	 & 0.025 & 	0.296875	 & 0.015625	 & 0.000979684	 & 0.000570474	 & 9.23845e-05 \\ 
4.175	 & 0.025 & 	0.328125	 & 0.015625	 & 0.00088158	 & 0.000567719	 & 8.31334e-05 \\ 
4.175	 & 0.025 & 	0.359375	 & 0.015625	 & 0.00410255	 & 0.00124985	 & 0.000386872 \\ 
4.175	 & 0.025 & 	0.390625	 & 0.015625	 & 0.00425516	 & 0.00130439	 & 0.000401264 \\ 
4.175	 & 0.025 & 	0.421875	 & 0.015625	 & 0.0113572	 & 0.00221047	 & 0.00107099 \\ 
4.175	 & 0.025 & 	0.453125	 & 0.015625	 & 0.0156163	 & 0.00270691	 & 0.00147262 \\ 
4.175	 & 0.025 & 	0.484375	 & 0.015625	 & 0.0191593	 & 0.00298484	 & 0.00180673 \\ 
4.175	 & 0.025 & 	0.515625	 & 0.015625	 & 0.0300052	 & 0.00381837	 & 0.0028295 \\ 
4.175	 & 0.025 & 	0.546875	 & 0.015625	 & 0.0430448	 & 0.0049603	 & 0.00405914 \\ 
4.175	 & 0.025 & 	0.578125	 & 0.015625	 & 0.084664	 & 0.00753167	 & 0.00798385 \\ 
4.175	 & 0.025 & 	0.609375	 & 0.015625	 & 0.08309	 & 0.00778288	 & 0.00783542 \\ 
4.175	 & 0.025 & 	0.640625	 & 0.015625	 & 0.115796	 & 0.0099595	 & 0.0109196 \\ 
4.175	 & 0.025 & 	0.671875	 & 0.015625	 & 0.112797	 & 0.0103435	 & 0.0106368 \\ 
4.175	 & 0.025 & 	0.703125	 & 0.015625	 & 0.0850762	 & 0.00905132	 & 0.00802272 \\ 
4.175	 & 0.025 & 	0.734375	 & 0.015625	 & 0.143456	 & 0.0131045	 & 0.013528 \\ 
4.175	 & 0.025 & 	0.765625	 & 0.015625	 & 0.105307	 & 0.0145943	 & 0.00993053 \\ 
4.175	 & 0.025 & 	0.796875	 & 0.015625	 & 0.0802805	 & 0.0184046	 & 0.00757048 \\ 
4.175	 & 0.025 & 	0.828125	 & 0.015625	 & 0.159843	 & 0.0393864	 & 0.0150732 \\ 
4.175	 & 0.025 & 	0.859375	 & 0.015625	 & 0.00383097	 & 0.00383097	 & 0.000361262 \\ 
4.225	 & 0.025 & 	-0.765625	 & 0.046875	 & 0.00845758	 & 0.00673751	 & 0.000802146 \\ 
4.225	 & 0.025 & 	-0.671875	 & 0.046875	 & 0.00352309	 & 0.00135559	 & 0.000334142 \\ 
4.225	 & 0.025 & 	-0.578125	 & 0.046875	 & 0.0049833	 & 0.00149497	 & 0.000472633 \\ 
4.225	 & 0.025 & 	-0.484375	 & 0.046875	 & 0.00318901	 & 0.00092872	 & 0.000302457 \\ 
4.225	 & 0.025 & 	-0.390625	 & 0.046875	 & 0.00152007	 & 0.000585922	 & 0.000144169 \\ 
4.225	 & 0.025 & 	-0.296875	 & 0.046875	 & 0.00109354	 & 0.000435745	 & 0.000103715 \\ 
4.225	 & 0.025 & 	-0.203125	 & 0.046875	 & 0.000889964	 & 0.000338441	 & 8.44072e-05 \\ 
4.225	 & 0.025 & 	-0.109375	 & 0.046875	 & 0.000880132	 & 0.000313117	 & 8.34748e-05 \\ 
4.225	 & 0.025 & 	-0.03125	 & 0.03125	 & 0.00272239	 & 0.000650144	 & 0.000258201 \\ 
4.225	 & 0.025 & 	0.015625	 & 0.015625	 & 0.0014249	 & 0.000659902	 & 0.000135143 \\ 
4.225	 & 0.025 & 	0.046875	 & 0.015625	 & 0.000857181	 & 0.000501991	 & 8.1298e-05 \\ 
4.225	 & 0.025 & 	0.078125	 & 0.015625	 & 0.00206493	 & 0.000801302	 & 0.000195845 \\ 
4.225	 & 0.025 & 	0.109375	 & 0.015625	 & 0.00135423	 & 0.000677494	 & 0.00012844 \\ 
4.225	 & 0.025 & 	0.140625	 & 0.015625	 & 0.00183765	 & 0.000772497	 & 0.000174289 \\ 
4.225	 & 0.025 & 	0.171875	 & 0.015625	 & 0.00109767	 & 0.000639862	 & 0.000104107 \\ 
4.225	 & 0.025 & 	0.203125	 & 0.015625	 & 0.000637812	 & 0.000464213	 & 6.04923e-05 \\ 
4.225	 & 0.025 & 	0.234375	 & 0.015625	 & 0.000321278	 & 0.000321278	 & 3.04712e-05 \\ 
4.225	 & 0.025 & 	0.265625	 & 0.015625	 & 0.00041824	 & 0.000295747	 & 3.96674e-05 \\ 
4.225	 & 0.025 & 	0.296875	 & 0.015625	 & 0.000685277	 & 0.000487303	 & 6.49941e-05 \\ 
4.225	 & 0.025 & 	0.359375	 & 0.015625	 & 0.00293902	 & 0.00100885	 & 0.000278747 \\ 
