1.275	 & 0.025 & 	0.484375	 & 0.015625	 & 0.673891	 & 0.0197419	 & 0.0433512 \\ 
3.925	 & 0.025 & 	0.078125	 & 0.015625	 & 0.00145411	 & 0.000650979	 & 0.000130269 \\ 
3.925	 & 0.025 & 	0.109375	 & 0.015625	 & 0.00114207	 & 0.000574697	 & 0.000102315 \\ 
3.925	 & 0.025 & 	0.140625	 & 0.015625	 & 0.000832025	 & 0.000482503	 & 7.45384e-05 \\ 
3.925	 & 0.025 & 	0.171875	 & 0.015625	 & 0.000688822	 & 0.000414575	 & 6.17094e-05 \\ 
3.925	 & 0.025 & 	0.203125	 & 0.015625	 & 0.00120058	 & 0.000602388	 & 0.000107556 \\ 
3.925	 & 0.025 & 	0.234375	 & 0.015625	 & 0.00189496	 & 0.000744974	 & 0.000169764 \\ 
3.925	 & 0.025 & 	0.265625	 & 0.015625	 & 0.00221874	 & 0.000762552	 & 0.00019877 \\ 
3.925	 & 0.025 & 	0.296875	 & 0.015625	 & 0.00192667	 & 0.000803123	 & 0.000172604 \\ 
3.925	 & 0.025 & 	0.328125	 & 0.015625	 & 0.00526846	 & 0.0013449	 & 0.000471985 \\ 
3.925	 & 0.025 & 	0.359375	 & 0.015625	 & 0.00764831	 & 0.00172245	 & 0.000685187 \\ 
3.925	 & 0.025 & 	0.390625	 & 0.015625	 & 0.016265	 & 0.00253055	 & 0.00145713 \\ 
3.925	 & 0.025 & 	0.421875	 & 0.015625	 & 0.0178756	 & 0.00265837	 & 0.00160142 \\ 
3.925	 & 0.025 & 	0.453125	 & 0.015625	 & 0.0328206	 & 0.0038578	 & 0.00294029 \\ 
3.925	 & 0.025 & 	0.484375	 & 0.015625	 & 0.0325438	 & 0.00376181	 & 0.00291549 \\ 
3.925	 & 0.025 & 	0.515625	 & 0.015625	 & 0.0464663	 & 0.00481804	 & 0.00416276 \\ 
3.925	 & 0.025 & 	0.546875	 & 0.015625	 & 0.0792543	 & 0.00700973	 & 0.00710014 \\ 
3.925	 & 0.025 & 	0.578125	 & 0.015625	 & 0.0983386	 & 0.00800572	 & 0.00880983 \\ 
3.925	 & 0.025 & 	0.609375	 & 0.015625	 & 0.118745	 & 0.00934831	 & 0.010638 \\ 
3.925	 & 0.025 & 	0.640625	 & 0.015625	 & 0.130432	 & 0.0102112	 & 0.0116849 \\ 
3.925	 & 0.025 & 	0.671875	 & 0.015625	 & 0.102499	 & 0.00945369	 & 0.00918251 \\ 
3.925	 & 0.025 & 	0.703125	 & 0.015625	 & 0.109537	 & 0.010054	 & 0.00981306 \\ 
3.925	 & 0.025 & 	0.734375	 & 0.015625	 & 0.120131	 & 0.0115653	 & 0.0107621 \\ 
3.925	 & 0.025 & 	0.765625	 & 0.015625	 & 0.141015	 & 0.0169465	 & 0.0126331 \\ 
3.925	 & 0.025 & 	0.796875	 & 0.015625	 & 0.122894	 & 0.0195138	 & 0.0110097 \\ 
3.925	 & 0.025 & 	0.828125	 & 0.015625	 & 0.103156	 & 0.0260962	 & 0.00924138 \\ 
3.925	 & 0.025 & 	0.859375	 & 0.015625	 & 0.076122	 & 0.0697487	 & 0.00681952 \\ 
3.975	 & 0.025 & 	-0.765625	 & 0.046875	 & 0.00920829	 & 0.00575038	 & 0.000829969 \\ 
3.975	 & 0.025 & 	-0.671875	 & 0.046875	 & 0.0126022	 & 0.00380008	 & 0.00113587 \\ 
3.975	 & 0.025 & 	-0.578125	 & 0.046875	 & 0.00762041	 & 0.00193236	 & 0.000686849 \\ 
3.975	 & 0.025 & 	-0.484375	 & 0.046875	 & 0.00623332	 & 0.00125263	 & 0.000561827 \\ 
3.975	 & 0.025 & 	-0.390625	 & 0.046875	 & 0.00167201	 & 0.000552629	 & 0.000150703 \\ 
3.975	 & 0.025 & 	-0.296875	 & 0.046875	 & 0.000762916	 & 0.000301691	 & 6.87638e-05 \\ 
3.975	 & 0.025 & 	-0.203125	 & 0.046875	 & 0.00187432	 & 0.000458193	 & 0.000168938 \\ 
3.975	 & 0.025 & 	-0.109375	 & 0.046875	 & 0.00276898	 & 0.000538379	 & 0.000249576 \\ 
3.975	 & 0.025 & 	-0.03125	 & 0.03125	 & 0.00299325	 & 0.000634711	 & 0.00026979 \\ 
3.975	 & 0.025 & 	0.015625	 & 0.015625	 & 0.000802943	 & 0.000463714	 & 7.23715e-05 \\ 
3.975	 & 0.025 & 	0.046875	 & 0.015625	 & 0.00254245	 & 0.000810245	 & 0.000229158 \\ 
3.975	 & 0.025 & 	0.078125	 & 0.015625	 & 0.00196077	 & 0.000745528	 & 0.00017673 \\ 
3.975	 & 0.025 & 	0.109375	 & 0.015625	 & 0.00155911	 & 0.00063974	 & 0.000140527 \\ 
3.975	 & 0.025 & 	0.140625	 & 0.015625	 & 0.000874984	 & 0.000507125	 & 7.88648e-05 \\ 
3.975	 & 0.025 & 	0.171875	 & 0.015625	 & 0.00111091	 & 0.000562432	 & 0.00010013 \\ 
3.975	 & 0.025 & 	0.203125	 & 0.015625	 & 0.00136744	 & 0.000572883	 & 0.000123251 \\ 
3.975	 & 0.025 & 	0.234375	 & 0.015625	 & 0.00122915	 & 0.000525864	 & 0.000110786 \\ 
3.975	 & 0.025 & 	0.265625	 & 0.015625	 & 0.000366597	 & 0.000267729	 & 3.30424e-05 \\ 
3.975	 & 0.025 & 	0.296875	 & 0.015625	 & 0.00343096	 & 0.00104416	 & 0.000309242 \\ 
3.975	 & 0.025 & 	0.328125	 & 0.015625	 & 0.00453695	 & 0.00122796	 & 0.000408928 \\ 
3.975	 & 0.025 & 	0.359375	 & 0.015625	 & 0.00775568	 & 0.00171309	 & 0.000699041 \\ 
3.975	 & 0.025 & 	0.390625	 & 0.015625	 & 0.0103559	 & 0.00195208	 & 0.00093341 \\ 
3.975	 & 0.025 & 	0.421875	 & 0.015625	 & 0.0219144	 & 0.00293248	 & 0.00197521 \\ 
3.975	 & 0.025 & 	0.453125	 & 0.015625	 & 0.0244856	 & 0.00329548	 & 0.00220695 \\ 
3.975	 & 0.025 & 	0.484375	 & 0.015625	 & 0.0341369	 & 0.0038969	 & 0.00307685 \\ 
3.975	 & 0.025 & 	0.515625	 & 0.015625	 & 0.0346272	 & 0.00409866	 & 0.00312105 \\ 
3.975	 & 0.025 & 	0.546875	 & 0.015625	 & 0.0764188	 & 0.0067757	 & 0.00688784 \\ 
3.975	 & 0.025 & 	0.578125	 & 0.015625	 & 0.102593	 & 0.00798041	 & 0.00924699 \\ 
3.975	 & 0.025 & 	0.609375	 & 0.015625	 & 0.108441	 & 0.00850566	 & 0.00977406 \\ 
3.975	 & 0.025 & 	0.640625	 & 0.015625	 & 0.116227	 & 0.00959372	 & 0.0104758 \\ 
3.975	 & 0.025 & 	0.671875	 & 0.015625	 & 0.104712	 & 0.00940523	 & 0.00943803 \\ 
3.975	 & 0.025 & 	0.703125	 & 0.015625	 & 0.0964305	 & 0.00953207	 & 0.00869155 \\ 
3.975	 & 0.025 & 	0.734375	 & 0.015625	 & 0.105441	 & 0.0103686	 & 0.00950366 \\ 
3.975	 & 0.025 & 	0.765625	 & 0.015625	 & 0.121859	 & 0.016129	 & 0.0109835 \\ 
3.975	 & 0.025 & 	0.796875	 & 0.015625	 & 0.120877	 & 0.0214184	 & 0.010895 \\ 
3.975	 & 0.025 & 	0.828125	 & 0.015625	 & 0.0594107	 & 0.0175144	 & 0.00535485 \\ 
3.975	 & 0.025 & 	0.859375	 & 0.015625	 & 0.178999	 & 0.0681858	 & 0.0161337 \\ 
4.025	 & 0.025 & 	-0.765625	 & 0.046875	 & 0.00796982	 & 0.00465989	 & 0.000722708 \\ 
4.025	 & 0.025 & 	-0.671875	 & 0.046875	 & 0.00482584	 & 0.00234387	 & 0.00043761 \\ 
4.025	 & 0.025 & 	-0.578125	 & 0.046875	 & 0.00881574	 & 0.00196032	 & 0.000799417 \\ 
4.025	 & 0.025 & 	-0.484375	 & 0.046875	 & 0.00546433	 & 0.00127115	 & 0.000495509 \\ 
4.025	 & 0.025 & 	-0.390625	 & 0.046875	 & 0.00295911	 & 0.000834431	 & 0.000268334 \\ 
4.025	 & 0.025 & 	-0.296875	 & 0.046875	 & 0.0012264	 & 0.000435271	 & 0.000111211 \\ 
4.025	 & 0.025 & 	-0.203125	 & 0.046875	 & 0.00272159	 & 0.000630497	 & 0.000246795 \\ 
4.025	 & 0.025 & 	-0.109375	 & 0.046875	 & 0.00318081	 & 0.000646516	 & 0.000288438 \\ 
4.025	 & 0.025 & 	-0.03125	 & 0.03125	 & 0.00252541	 & 0.000624227	 & 0.000229006 \\ 
4.025	 & 0.025 & 	0.015625	 & 0.015625	 & 0.00320959	 & 0.00104938	 & 0.000291048 \\ 
4.025	 & 0.025 & 	0.046875	 & 0.015625	 & 0.00106877	 & 0.00059076	 & 9.69167e-05 \\ 
4.025	 & 0.025 & 	0.078125	 & 0.015625	 & 0.000993446	 & 0.000576152	 & 9.00863e-05 \\ 
4.025	 & 0.025 & 	0.109375	 & 0.015625	 & 0.00243071	 & 0.000923743	 & 0.000220418 \\ 
4.025	 & 0.025 & 	0.140625	 & 0.015625	 & 0.00153355	 & 0.000774001	 & 0.000139063 \\ 
4.025	 & 0.025 & 	0.171875	 & 0.015625	 & 0.00233713	 & 0.000889562	 & 0.000211932 \\ 
4.025	 & 0.025 & 	0.203125	 & 0.015625	 & 0.00111059	 & 0.000641448	 & 0.000100709 \\ 
4.025	 & 0.025 & 	0.234375	 & 0.015625	 & 0.00113491	 & 0.000586947	 & 0.000102914 \\ 
4.025	 & 0.025 & 	0.265625	 & 0.015625	 & 0.000872626	 & 0.000440582	 & 7.91303e-05 \\ 
4.025	 & 0.025 & 	0.296875	 & 0.015625	 & 0.00257701	 & 0.00101365	 & 0.000233684 \\ 
4.025	 & 0.025 & 	0.328125	 & 0.015625	 & 0.0030579	 & 0.00116123	 & 0.000277292 \\ 
4.025	 & 0.025 & 	0.359375	 & 0.015625	 & 0.00536668	 & 0.00156194	 & 0.000486654 \\ 
4.025	 & 0.025 & 	0.390625	 & 0.015625	 & 0.00847951	 & 0.00191563	 & 0.000768927 \\ 
4.025	 & 0.025 & 	0.421875	 & 0.015625	 & 0.0186592	 & 0.00309444	 & 0.00169202 \\ 
4.025	 & 0.025 & 	0.453125	 & 0.015625	 & 0.0259651	 & 0.00373994	 & 0.00235453 \\ 
4.025	 & 0.025 & 	0.484375	 & 0.015625	 & 0.0270684	 & 0.00400311	 & 0.00245458 \\ 
4.025	 & 0.025 & 	0.515625	 & 0.015625	 & 0.0442925	 & 0.00499114	 & 0.00401647 \\ 
4.025	 & 0.025 & 	0.546875	 & 0.015625	 & 0.0690323	 & 0.00710177	 & 0.00625989 \\ 
4.025	 & 0.025 & 	0.578125	 & 0.015625	 & 0.109039	 & 0.00923281	 & 0.00988775 \\ 
4.025	 & 0.025 & 	0.609375	 & 0.015625	 & 0.11361	 & 0.0099901	 & 0.0103022 \\ 
4.025	 & 0.025 & 	0.640625	 & 0.015625	 & 0.119405	 & 0.0110455	 & 0.0108277 \\ 
4.025	 & 0.025 & 	0.671875	 & 0.015625	 & 0.107109	 & 0.0105312	 & 0.00971275 \\ 
4.025	 & 0.025 & 	0.703125	 & 0.015625	 & 0.129229	 & 0.0125297	 & 0.0117186 \\ 
4.025	 & 0.025 & 	0.734375	 & 0.015625	 & 0.10672	 & 0.0115445	 & 0.00967745 \\ 
4.025	 & 0.025 & 	0.765625	 & 0.015625	 & 0.185801	 & 0.0237984	 & 0.0168485 \\ 
4.025	 & 0.025 & 	0.796875	 & 0.015625	 & 0.179552	 & 0.0288219	 & 0.0162819 \\ 
4.025	 & 0.025 & 	0.828125	 & 0.015625	 & 0.0553141	 & 0.0200908	 & 0.00501592 \\ 
4.025	 & 0.025 & 	0.859375	 & 0.015625	 & 0.136331	 & 0.127316	 & 0.0123626 \\ 
4.075	 & 0.025 & 	-0.765625	 & 0.046875	 & 0.00178102	 & 0.00127626	 & 0.000162482 \\ 
4.075	 & 0.025 & 	-0.671875	 & 0.046875	 & 0.029913	 & 0.0166793	 & 0.00272897 \\ 
4.075	 & 0.025 & 	-0.578125	 & 0.046875	 & 0.00628689	 & 0.00155248	 & 0.000573554 \\ 
4.075	 & 0.025 & 	-0.484375	 & 0.046875	 & 0.00382524	 & 0.000999199	 & 0.000348977 \\ 
4.075	 & 0.025 & 	-0.390625	 & 0.046875	 & 0.00229404	 & 0.000713604	 & 0.000209286 \\ 
4.075	 & 0.025 & 	-0.296875	 & 0.046875	 & 0.00178933	 & 0.000546316	 & 0.00016324 \\ 
4.075	 & 0.025 & 	-0.203125	 & 0.046875	 & 0.00232348	 & 0.000560034	 & 0.000211971 \\ 
4.075	 & 0.025 & 	-0.109375	 & 0.046875	 & 0.00176057	 & 0.000457511	 & 0.000160618 \\ 
4.075	 & 0.025 & 	-0.03125	 & 0.03125	 & 0.00268277	 & 0.000656639	 & 0.00024475 \\ 
4.075	 & 0.025 & 	0.015625	 & 0.015625	 & 0.00239847	 & 0.000814365	 & 0.000218813 \\ 
4.075	 & 0.025 & 	0.046875	 & 0.015625	 & 0.00168554	 & 0.000699649	 & 0.000153772 \\ 
4.075	 & 0.025 & 	0.078125	 & 0.015625	 & 0.00197372	 & 0.000811656	 & 0.000180063 \\ 
4.075	 & 0.025 & 	0.109375	 & 0.015625	 & 0.0010134	 & 0.000586073	 & 9.24527e-05 \\ 
4.075	 & 0.025 & 	0.140625	 & 0.015625	 & 0.00297815	 & 0.000993311	 & 0.000271697 \\ 
4.075	 & 0.025 & 	0.171875	 & 0.015625	 & 0.000972801	 & 0.000566241	 & 8.87488e-05 \\ 
4.075	 & 0.025 & 	0.203125	 & 0.015625	 & 0.000511836	 & 0.00036343	 & 4.66949e-05 \\ 
4.075	 & 0.025 & 	0.234375	 & 0.015625	 & 0.0010964	 & 0.000561949	 & 0.000100025 \\ 
4.075	 & 0.025 & 	0.265625	 & 0.015625	 & 0.000314232	 & 0.000314232	 & 2.86675e-05 \\ 
4.075	 & 0.025 & 	0.296875	 & 0.015625	 & 0.00176284	 & 0.00080007	 & 0.000160824 \\ 
4.075	 & 0.025 & 	0.328125	 & 0.015625	 & 0.00193378	 & 0.000878705	 & 0.000176419 \\ 
4.075	 & 0.025 & 	0.359375	 & 0.015625	 & 0.00626551	 & 0.00163328	 & 0.000571604 \\ 
4.075	 & 0.025 & 	0.390625	 & 0.015625	 & 0.00802868	 & 0.0019119	 & 0.000732458 \\ 
4.075	 & 0.025 & 	0.421875	 & 0.015625	 & 0.0115592	 & 0.00224812	 & 0.00105455 \\ 
4.075	 & 0.025 & 	0.453125	 & 0.015625	 & 0.0201955	 & 0.00318162	 & 0.00184244 \\ 
4.075	 & 0.025 & 	0.484375	 & 0.015625	 & 0.030745	 & 0.00413592	 & 0.00280487 \\ 
4.075	 & 0.025 & 	0.515625	 & 0.015625	 & 0.0444416	 & 0.00489116	 & 0.00405442 \\ 
4.075	 & 0.025 & 	0.546875	 & 0.015625	 & 0.0651656	 & 0.00644272	 & 0.00594507 \\ 
4.075	 & 0.025 & 	0.578125	 & 0.015625	 & 0.0967122	 & 0.00816164	 & 0.00882307 \\ 
4.075	 & 0.025 & 	0.609375	 & 0.015625	 & 0.110708	 & 0.00954407	 & 0.0100999 \\ 
4.075	 & 0.025 & 	0.640625	 & 0.015625	 & 0.119982	 & 0.0101831	 & 0.010946 \\ 
4.075	 & 0.025 & 	0.671875	 & 0.015625	 & 0.106174	 & 0.0100686	 & 0.00968632 \\ 
4.075	 & 0.025 & 	0.703125	 & 0.015625	 & 0.0895964	 & 0.00994234	 & 0.0081739 \\ 
4.075	 & 0.025 & 	0.734375	 & 0.015625	 & 0.123744	 & 0.0118564	 & 0.0112892 \\ 
4.075	 & 0.025 & 	0.765625	 & 0.015625	 & 0.128099	 & 0.0166864	 & 0.0116865 \\ 
4.075	 & 0.025 & 	0.796875	 & 0.015625	 & 0.113557	 & 0.0211855	 & 0.0103598 \\ 
4.075	 & 0.025 & 	0.828125	 & 0.015625	 & 0.112557	 & 0.0313458	 & 0.0102686 \\ 
4.075	 & 0.025 & 	0.859375	 & 0.015625	 & 0.53218	 & 0.215906	 & 0.0485509 \\ 
4.125	 & 0.025 & 	-0.765625	 & 0.046875	 & 0.00996731	 & 0.00543239	 & 0.000914814 \\ 
4.125	 & 0.025 & 	-0.671875	 & 0.046875	 & 0.00530206	 & 0.00213083	 & 0.000486631 \\ 
4.125	 & 0.025 & 	-0.578125	 & 0.046875	 & 0.00686487	 & 0.00175411	 & 0.000630068 \\ 
4.125	 & 0.025 & 	-0.484375	 & 0.046875	 & 0.00558002	 & 0.00129889	 & 0.000512143 \\ 
4.125	 & 0.025 & 	-0.390625	 & 0.046875	 & 0.00203144	 & 0.000676006	 & 0.000186449 \\ 
4.125	 & 0.025 & 	-0.296875	 & 0.046875	 & 0.00168435	 & 0.000606527	 & 0.000154592 \\ 
4.125	 & 0.025 & 	-0.203125	 & 0.046875	 & 0.00232096	 & 0.000570411	 & 0.000213021 \\ 
4.125	 & 0.025 & 	-0.109375	 & 0.046875	 & 0.00193545	 & 0.000487014	 & 0.000177638 \\ 
4.125	 & 0.025 & 	-0.03125	 & 0.03125	 & 0.00207655	 & 0.000568609	 & 0.000190589 \\ 
4.125	 & 0.025 & 	0.015625	 & 0.015625	 & 0.00255662	 & 0.000860263	 & 0.00023465 \\ 
4.125	 & 0.025 & 	0.046875	 & 0.015625	 & 0.00308881	 & 0.00103666	 & 0.000283495 \\ 
4.125	 & 0.025 & 	0.078125	 & 0.015625	 & 0.00226562	 & 0.00092689	 & 0.000207942 \\ 
4.125	 & 0.025 & 	0.109375	 & 0.015625	 & 0.00194617	 & 0.000803836	 & 0.000178622 \\ 
4.125	 & 0.025 & 	0.140625	 & 0.015625	 & 0.00168043	 & 0.000755436	 & 0.000154232 \\ 
4.125	 & 0.025 & 	0.171875	 & 0.015625	 & 0.000336716	 & 0.000336716	 & 3.09043e-05 \\ 
4.125	 & 0.025 & 	0.203125	 & 0.015625	 & 0.00118348	 & 0.000689868	 & 0.000108622 \\ 
4.125	 & 0.025 & 	0.234375	 & 0.015625	 & 0.00195188	 & 0.000873455	 & 0.000179146 \\ 
4.125	 & 0.025 & 	0.265625	 & 0.015625	 & 0.000709097	 & 0.000430385	 & 6.5082e-05 \\ 
4.125	 & 0.025 & 	0.296875	 & 0.015625	 & 0.000994919	 & 0.00050831	 & 9.13152e-05 \\ 
4.125	 & 0.025 & 	0.328125	 & 0.015625	 & 0.00388065	 & 0.0012987	 & 0.000356171 \\ 
4.125	 & 0.025 & 	0.359375	 & 0.015625	 & 0.00535118	 & 0.00158261	 & 0.000491139 \\ 
4.125	 & 0.025 & 	0.390625	 & 0.015625	 & 0.00706667	 & 0.00188234	 & 0.00064859 \\ 
4.125	 & 0.025 & 	0.421875	 & 0.015625	 & 0.0133091	 & 0.00263886	 & 0.00122153 \\ 
4.125	 & 0.025 & 	0.453125	 & 0.015625	 & 0.0246465	 & 0.00365304	 & 0.00226209 \\ 
4.125	 & 0.025 & 	0.484375	 & 0.015625	 & 0.0245501	 & 0.00374456	 & 0.00225324 \\ 
4.125	 & 0.025 & 	0.515625	 & 0.015625	 & 0.0348351	 & 0.00449352	 & 0.00319722 \\ 
4.125	 & 0.025 & 	0.546875	 & 0.015625	 & 0.0499008	 & 0.00578828	 & 0.00457996 \\ 
4.125	 & 0.025 & 	0.578125	 & 0.015625	 & 0.079606	 & 0.00784046	 & 0.00730635 \\ 
4.125	 & 0.025 & 	0.609375	 & 0.015625	 & 0.0965259	 & 0.00905144	 & 0.00885929 \\ 
4.125	 & 0.025 & 	0.640625	 & 0.015625	 & 0.144445	 & 0.011827	 & 0.0132574 \\ 
4.125	 & 0.025 & 	0.671875	 & 0.015625	 & 0.122339	 & 0.0116452	 & 0.0112285 \\ 
4.125	 & 0.025 & 	0.703125	 & 0.015625	 & 0.117317	 & 0.012201	 & 0.0107676 \\ 
4.125	 & 0.025 & 	0.734375	 & 0.015625	 & 0.107271	 & 0.0117011	 & 0.0098455 \\ 
4.125	 & 0.025 & 	0.765625	 & 0.015625	 & 0.106765	 & 0.0158661	 & 0.00979904 \\ 
4.125	 & 0.025 & 	0.796875	 & 0.015625	 & 0.135004	 & 0.0255722	 & 0.0123909 \\ 
4.125	 & 0.025 & 	0.828125	 & 0.015625	 & 0.108518	 & 0.0308889	 & 0.00995997 \\ 
4.125	 & 0.025 & 	0.859375	 & 0.015625	 & 0.489437	 & 0.268276	 & 0.0449212 \\ 
4.175	 & 0.025 & 	-0.765625	 & 0.046875	 & 0.00137121	 & 0.00137121	 & 0.00012661 \\ 
4.175	 & 0.025 & 	-0.671875	 & 0.046875	 & 0.01102	 & 0.00311369	 & 0.00101753 \\ 
4.175	 & 0.025 & 	-0.578125	 & 0.046875	 & 0.00626358	 & 0.00156449	 & 0.000578344 \\ 
4.175	 & 0.025 & 	-0.484375	 & 0.046875	 & 0.00199501	 & 0.000672285	 & 0.000184208 \\ 
4.175	 & 0.025 & 	-0.390625	 & 0.046875	 & 0.00318105	 & 0.000763163	 & 0.00029372 \\ 
4.175	 & 0.025 & 	-0.296875	 & 0.046875	 & 0.00115284	 & 0.000448895	 & 0.000106447 \\ 
4.175	 & 0.025 & 	-0.203125	 & 0.046875	 & 0.00143223	 & 0.00039887	 & 0.000132244 \\ 
4.175	 & 0.025 & 	-0.109375	 & 0.046875	 & 0.00234806	 & 0.000514147	 & 0.000216806 \\ 
4.175	 & 0.025 & 	-0.03125	 & 0.03125	 & 0.00173481	 & 0.000494416	 & 0.000160182 \\ 
4.175	 & 0.025 & 	0.015625	 & 0.015625	 & 0.00115415	 & 0.000522324	 & 0.000106568 \\ 
4.175	 & 0.025 & 	0.046875	 & 0.015625	 & 0.00144444	 & 0.000597164	 & 0.000133372 \\ 
4.175	 & 0.025 & 	0.078125	 & 0.015625	 & 0.0016244	 & 0.000702452	 & 0.000149988 \\ 
4.175	 & 0.025 & 	0.109375	 & 0.015625	 & 0.0012791	 & 0.000641037	 & 0.000118105 \\ 
4.175	 & 0.025 & 	0.140625	 & 0.015625	 & 0.000292233	 & 0.000292233	 & 2.69832e-05 \\ 
4.175	 & 0.025 & 	0.171875	 & 0.015625	 & 0.0014902	 & 0.000679428	 & 0.000137597 \\ 
4.175	 & 0.025 & 	0.203125	 & 0.015625	 & 0.00133755	 & 0.000672467	 & 0.000123502 \\ 
4.175	 & 0.025 & 	0.234375	 & 0.015625	 & 0.00111116	 & 0.000559186	 & 0.000102598 \\ 
4.175	 & 0.025 & 	0.265625	 & 0.015625	 & 0.000513441	 & 0.000371439	 & 4.74083e-05 \\ 
4.175	 & 0.025 & 	0.296875	 & 0.015625	 & 0.000979684	 & 0.000570474	 & 9.04585e-05 \\ 
4.175	 & 0.025 & 	0.328125	 & 0.015625	 & 0.00088158	 & 0.000567719	 & 8.14002e-05 \\ 
4.175	 & 0.025 & 	0.359375	 & 0.015625	 & 0.00410255	 & 0.00124985	 & 0.000378807 \\ 
4.175	 & 0.025 & 	0.390625	 & 0.015625	 & 0.00425516	 & 0.00130439	 & 0.000392898 \\ 
4.175	 & 0.025 & 	0.421875	 & 0.015625	 & 0.0113572	 & 0.00221047	 & 0.00104866 \\ 
4.175	 & 0.025 & 	0.453125	 & 0.015625	 & 0.0156163	 & 0.00270691	 & 0.00144192 \\ 
4.175	 & 0.025 & 	0.484375	 & 0.015625	 & 0.0191593	 & 0.00298484	 & 0.00176906 \\ 
4.175	 & 0.025 & 	0.515625	 & 0.015625	 & 0.0300052	 & 0.00381837	 & 0.00277051 \\ 
4.175	 & 0.025 & 	0.546875	 & 0.015625	 & 0.0430448	 & 0.0049603	 & 0.00397452 \\ 
4.175	 & 0.025 & 	0.578125	 & 0.015625	 & 0.084664	 & 0.00753167	 & 0.0078174 \\ 
4.175	 & 0.025 & 	0.609375	 & 0.015625	 & 0.08309	 & 0.00778288	 & 0.00767207 \\ 
4.175	 & 0.025 & 	0.640625	 & 0.015625	 & 0.115796	 & 0.0099595	 & 0.0106919 \\ 
4.175	 & 0.025 & 	0.671875	 & 0.015625	 & 0.112797	 & 0.0103435	 & 0.010415 \\ 
4.175	 & 0.025 & 	0.703125	 & 0.015625	 & 0.0850762	 & 0.00905132	 & 0.00785546 \\ 
4.175	 & 0.025 & 	0.734375	 & 0.015625	 & 0.143456	 & 0.0131045	 & 0.013246 \\ 
4.175	 & 0.025 & 	0.765625	 & 0.015625	 & 0.105307	 & 0.0145943	 & 0.0097235 \\ 
4.175	 & 0.025 & 	0.796875	 & 0.015625	 & 0.0802805	 & 0.0184046	 & 0.00741266 \\ 
4.175	 & 0.025 & 	0.828125	 & 0.015625	 & 0.159843	 & 0.0393864	 & 0.014759 \\ 
4.175	 & 0.025 & 	0.859375	 & 0.015625	 & 0.00383097	 & 0.00383097	 & 0.00035373 \\ 
4.225	 & 0.025 & 	-0.765625	 & 0.046875	 & 0.00845758	 & 0.00673751	 & 0.000785616 \\ 
4.225	 & 0.025 & 	-0.671875	 & 0.046875	 & 0.00352309	 & 0.00135559	 & 0.000327257 \\ 
4.225	 & 0.025 & 	-0.578125	 & 0.046875	 & 0.0049833	 & 0.00149497	 & 0.000462894 \\ 
4.225	 & 0.025 & 	-0.484375	 & 0.046875	 & 0.00318901	 & 0.00092872	 & 0.000296224 \\ 
4.225	 & 0.025 & 	-0.390625	 & 0.046875	 & 0.00152007	 & 0.000585922	 & 0.000141198 \\ 
4.225	 & 0.025 & 	-0.296875	 & 0.046875	 & 0.00109354	 & 0.000435745	 & 0.000101578 \\ 
4.225	 & 0.025 & 	-0.203125	 & 0.046875	 & 0.000889964	 & 0.000338441	 & 8.26678e-05 \\ 
4.225	 & 0.025 & 	-0.109375	 & 0.046875	 & 0.000880132	 & 0.000313117	 & 8.17546e-05 \\ 
4.225	 & 0.025 & 	-0.03125	 & 0.03125	 & 0.00272239	 & 0.000650144	 & 0.00025288 \\ 
4.225	 & 0.025 & 	0.015625	 & 0.015625	 & 0.0014249	 & 0.000659902	 & 0.000132358 \\ 
4.225	 & 0.025 & 	0.046875	 & 0.015625	 & 0.000857181	 & 0.000501991	 & 7.96227e-05 \\ 
4.225	 & 0.025 & 	0.078125	 & 0.015625	 & 0.00206493	 & 0.000801302	 & 0.000191809 \\ 
4.225	 & 0.025 & 	0.109375	 & 0.015625	 & 0.00135423	 & 0.000677494	 & 0.000125793 \\ 
4.225	 & 0.025 & 	0.140625	 & 0.015625	 & 0.00183765	 & 0.000772497	 & 0.000170698 \\ 
4.225	 & 0.025 & 	0.171875	 & 0.015625	 & 0.00109767	 & 0.000639862	 & 0.000101962 \\ 
4.225	 & 0.025 & 	0.203125	 & 0.015625	 & 0.000637812	 & 0.000464213	 & 5.92457e-05 \\ 
4.225	 & 0.025 & 	0.234375	 & 0.015625	 & 0.000321278	 & 0.000321278	 & 2.98432e-05 \\ 
4.225	 & 0.025 & 	0.265625	 & 0.015625	 & 0.00041824	 & 0.000295747	 & 3.88499e-05 \\ 
4.225	 & 0.025 & 	0.296875	 & 0.015625	 & 0.000685277	 & 0.000487303	 & 6.36547e-05 \\ 
4.225	 & 0.025 & 	0.359375	 & 0.015625	 & 0.00293902	 & 0.00100885	 & 0.000273003 \\ 
4.225	 & 0.025 & 	0.390625	 & 0.015625	 & 0.0109805	 & 0.00223423	 & 0.00101997 \\ 
4.225	 & 0.025 & 	0.421875	 & 0.015625	 & 0.00532104	 & 0.00154837	 & 0.000494266 \\ 
4.225	 & 0.025 & 	0.453125	 & 0.015625	 & 0.0172839	 & 0.00308181	 & 0.00160548 \\ 
4.225	 & 0.025 & 	0.484375	 & 0.015625	 & 0.0180799	 & 0.00304401	 & 0.00167942 \\ 
